04-07 13:18,6023900953,寻找rainbow姑娘,0,道歉有用，要法律干嘛？,https://tva2.sinaimg.cn/crop.0.0.1342.1342.180/006zFFONjw8fagbs3fktmj311a11aaes.jpg
03-21 22:02,2218797373,青春无名2008,0,他妈的，保护主子了。。。。。。。。。。,https://tva3.sinaimg.cn/crop.0.0.180.180.180/8440293djw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:01,5373903321,李鸿绪,0,牺牲自己，保全领导！好同志，妻子，儿女都给你安排的好好的，放心走吧！,https://tvax4.sinaimg.cn/crop.14.0.722.722.180/005RGlK1ly8fewnrtr96yj30ku0k2q3u.jpg
03-21 22:01,3496643283,北风和小鱼cy,0,你们怎么什么都知道,https://tvax2.sinaimg.cn/crop.0.0.512.512.180/d06a8ad3ly8fethm8xqkbj20e80e8jrk.jpg
03-21 22:01,3035376471,义勇军民兵,0,依法严惩！,https://tva4.sinaimg.cn/crop.0.0.640.640.180/b4ec2b57jw8evhjj1wpq9j20hs0hs3za.jpg
03-21 22:01,3801955023,赵快刀,6,背后的老板就不发出来了，背后的老板绝对是中央级，不然，现在的政府这么严格顶风作案，不把人命当人命，,https://tvax3.sinaimg.cn/crop.2.1.78.78.180/e29d3acfgy1fcvpjjybw4j202a028jri.jpg
03-21 22:01,5290824033,shaka航,0,"说吧，塞了多少给各级领导吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005M3L1vly8fds0mfrx9yj30ro0ro0w3.jpg
03-21 22:01,2101570391,GPS--Canaan,0,专业背锅,https://tvax1.sinaimg.cn/crop.0.6.499.499.180/7d436b57ly8fdk73jjr8gj20dv0e8aay.jpg
03-21 22:01,5661370303,星辰狂想曲_32882,3,这面相不背锅简直可惜了,https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/006b8x2fly8fe3ob9exinj30ru0rugoq.jpg
03-21 22:01,3922357970,盖儿妈妈,0,确定是正式职工吗？不是反聘的？,https://tva3.sinaimg.cn/crop.0.0.640.640.180/e9ca6ed2jw8fbw9atcopqj20hs0ht3z5.jpg
03-21 22:01,3164550605,王凯亮car,0,这个锅有点沉，哥们撑住,https://tva4.sinaimg.cn/crop.0.0.720.720.180/bc9f35cdjw8et1cezk1inj20k00k0755.jpg
03-21 22:01,5681240236,克拉玛依果果,3,"回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:有他一份，不完全算背锅！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.5.0.757.757.180/006ctU72ly8ffnm18ijsdj30lc0l13zp.jpg
03-21 22:01,5690198907,水煮三国0618,0,大哥，向你承诺过什么？,https://tva3.sinaimg.cn/crop.0.0.40.40.180/006d5uFJjw8evlezg6jorj3014014741.jpg
03-21 22:01,5556450086,2哈哈的快乐,0,我们要为他的道歉点赞，但更应该反思我们的监管、监管、监管。,https://tva3.sinaimg.cn/crop.0.0.80.80.180/00642iuGjw8eq5pla65m6j3028028q2p.jpg
03-21 22:01,2613257182,張優雅雅雅雅雅,0,这眼神～ 照着稿子念的溜～,https://tva4.sinaimg.cn/crop.0.0.720.720.180/9bc323dejw8ew4qajmci3j20k00k0jso.jpg
03-21 22:01,1943366515,橙花六罗,4,不合格怎么中标的？哪个机构做的质检？这些都该说清楚吧。西安市纪委应不应该查一查啊？,https://tva3.sinaimg.cn/crop.0.0.180.180.180/73d56b73jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:01,2129140074,公子靖镤,16,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:你好跟我国说再见了亲,https://tvax1.sinaimg.cn/crop.2.0.745.745.180/7ee8196aly8fflwkv4xsbj20ku0kpq4c.jpg
03-21 22:01,2101570391,GPS--Canaan,0,有点像吴秀波,https://tvax1.sinaimg.cn/crop.0.6.499.499.180/7d436b57ly8fdk73jjr8gj20dv0e8aay.jpg
03-21 22:01,3001244035,JackChan成先生,0,我只想说一个巴掌拍不响,https://tvax1.sinaimg.cn/crop.0.0.664.664.180/b2e35983ly8fdyttnx42ej20ig0iggn2.jpg
03-21 22:01,3602808453,天边一片云35,0,搞不懂原来日本人做错事出来鞠躬道歉，网上赞美声一片，现在国内厂家下跪道歉却被骂成背锅侠，这双标也太厉害，能在电视镜头里下跪道歉至少厂家良心还未泯灭,https://tva4.sinaimg.cn/crop.0.0.1130.1130.180/d6be7e85jw8f71jjt53nlj20ve0ve78a.jpg
03-21 22:00,3086077077,盛夏傍晚的巷子口,0,背锅侠,https://tva1.sinaimg.cn/crop.0.0.1242.1242.180/b7f1cc95jw8fa03av42lhj20yi0yiq4g.jpg
03-21 22:00,1574391593,各自散落_飞行云,0,出事儿了死老鼠，不出事那个逍遥自在……常规昂。,https://tva1.sinaimg.cn/crop.14.0.612.612.180/5dd74f29jw8f9metsj5zcj20hs0h0400.jpg
03-21 22:00,1856148104,alex轻点儿,0,他表演完了就该成都表演了,https://tva4.sinaimg.cn/crop.0.0.720.720.180/6ea29288jw8ey7devsnfpj20k00k0jsf.jpg
03-21 22:00,1905174967,宜川苹果,0,二营长,https://tva4.sinaimg.cn/crop.0.0.180.180.180/718ea9b7jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:00,5199565913,啊哦200709,0,这不叫背锅，这是分锅，毕竟是法人。,https://tvax1.sinaimg.cn/crop.72.13.181.181.180/005FSQClly8fdzkivqlt2j309205taa2.jpg
03-21 22:00,5314289974,达瓦妹儿,0,<a href='https://m.weibo.cn/n/聂潇c'>@聂潇c</a> <a href='https://m.weibo.cn/n/ZZZ_花儿'>@ZZZ_花儿</a> <a href='https://m.weibo.cn/n/JJ00J'>@JJ00J</a>,https://tva2.sinaimg.cn/crop.0.0.996.996.180/005NEdAqjw8fci73shfzoj30ro0rp41m.jpg
03-21 22:00,1919120140,纠结的CHUCK,46,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:搞得外国就没有权钱交易一样。都他妈的是人。是人不管什么制度现在都有人贪污,https://tva1.sinaimg.cn/crop.0.0.180.180.180/7263730cjw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:00,2724732711,萤火虫在早晨,0,"大家都是明白人阿<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yinxian-b3257f06bb.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.180.180.180/a2681f27jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:00,3939855462,王慧楠同学,0,回复<a href='https://m.weibo.cn/n/小叶Sharon'>@小叶Sharon</a>:图片评论 ,https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-21 22:00,2090940212,上海看看视力矫治中心,0,一个字都不重复，背的好，背的流利。,https://tva3.sinaimg.cn/crop.0.0.180.180.180/7ca13734jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:00,1713186753,在路上7426,1,比做了不敢承认的人可敬，知错能改，好好反思吧！? ? ?,https://tva2.sinaimg.cn/crop.0.0.1080.1080.180/661d27c1jw8eqpa3bwcjnj20u00u0abu.jpg
03-21 22:00,2142540250,种地的李斯特,0,法人代表……哈哈哈,https://tva1.sinaimg.cn/crop.0.0.1342.1342.180/7fb491dajw8fahg0hb22zj211a11aq7n.jpg
03-21 21:59,1990665534,手机用户1990665534_439,0,麻痹共产党！,https://tvax3.sinaimg.cn/default/images/default_avatar_female_180.gif
03-21 21:59,1731900313,怪兽布布,0,呵呵还有人呢,https://tva3.sinaimg.cn/crop.0.0.180.180.180/673ab399jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:59,1729198071,飞雷神数码科技,0,"//<a href='https://m.weibo.cn/n/阿木啊'>@阿木啊</a>：这是要扛下所有罪，保护共产党啊，好同志<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.720.720.180/671177f7jw8ewdgeuxq5pj20k00k077n.jpg
03-21 21:59,3801955023,赵快刀,0,敢说实话，不怕掉脑袋，,https://tvax3.sinaimg.cn/crop.2.1.78.78.180/e29d3acfgy1fcvpjjybw4j202a028jri.jpg
03-21 21:59,2198812510,白日梦想家_Q,0,“小王，这个锅你背一下”,https://tva2.sinaimg.cn/crop.0.0.996.996.180/830f375ejw8f3qawebr42j20ro0rp3zc.jpg
03-21 21:59,1884944447,中石油海洋哥,0,道歉有用  要警察干嘛,https://tvax3.sinaimg.cn/crop.0.0.664.664.180/7059f83fly8fei1qwmvfbj20ig0igwgs.jpg
03-21 21:59,5666416449,火山心脏,0,"……解决方法呢 这才是重点好不好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax1.sinaimg.cn/crop.0.0.639.639.180/006btHLHly8fe4ptiv3xrj30hs0hrmyl.jpg
03-21 21:59,1729198071,飞雷神数码科技,0,//<a href='https://m.weibo.cn/n/曦望野'>@曦望野</a>：背了这一锅，子孙有吃喝，不背这一锅，命丧看守所。,https://tva1.sinaimg.cn/crop.0.0.720.720.180/671177f7jw8ewdgeuxq5pj20k00k077n.jpg
03-21 21:59,1729198071,飞雷神数码科技,0,"//<a href='https://m.weibo.cn/n/活的人'>@活的人</a>：背锅侠来了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.720.720.180/671177f7jw8ewdgeuxq5pj20k00k077n.jpg
03-21 21:59,6014520338,生活不止眼前的苟且666666,0,<a href='https://m.weibo.cn/n/法制晚报'>@法制晚报</a> <a href='https://m.weibo.cn/n/CCTV焦点访谈'>@CCTV焦点访谈</a> <a href='https://m.weibo.cn/n/凤凰新闻客户端'>@凤凰新闻客户端</a> <a href='https://m.weibo.cn/n/环球时报'>@环球时报</a> <a href='https://m.weibo.cn/n/人民日报'>@人民日报</a> <a href='https://m.weibo.cn/n/人民网'>@人民网</a> <a href='https://m.weibo.cn/n/新京报'>@新京报</a> <a href='https://m.weibo.cn/n/新华社中国网事'>@新华社中国网事</a> 建议严惩背后的相关人员，不要只是个背黑锅的出来,https://tva2.sinaimg.cn/crop.0.0.1006.1006.180/006z2juyjw8fcgxk16nftj30ry0rytb5.jpg
03-21 21:59,6071249029,老白干135,0,查一下幕后黑手，别只看替罪羊!,https://tva3.sinaimg.cn/crop.0.0.438.438.180/006CSldrjw8fa6m8xpxwdj30c60c6dg1.jpg
03-21 21:58,2270870464,善良的123456u,63,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:中国有句古话叫 天下乌鸦一般黑 你国也好不到哪去,https://tva4.sinaimg.cn/crop.71.77.444.444.180/875abbc0jw8f9absxta5wj20go0m8wfs.jpg
03-21 21:58,1303278582,馋嘴熊熊123,2,等着后续报道。为啥会以次充好，为啥敢以次充好……,https://tva4.sinaimg.cn/crop.0.0.180.180.180/4dae73f6jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:58,6079613724,村上春树的喵喵,0,"好同志<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006DrrfSly8ffd5gdk5ldj30ro0rp0tp.jpg
03-21 21:58,5300227009,怎么可以吃情绪QAQ,0,"谁说背锅啦，这个态度不是应该的？具体案件还要侦查啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax1.sinaimg.cn/crop.0.0.996.996.180/005MHdaply8fdmf3cr3m8j30ro0rotam.jpg
03-21 21:58,1082250187,88鲁西西,0,脑子转弯蛮快啊,https://tva1.sinaimg.cn/crop.0.0.434.434.180/4081d3cbgw1el503cbtbpj20c60c4ab0.jpg
03-21 21:58,5903391970,自然要素,1,好吧，跪地道歉算你有忏悔表现，但请把背后的利益链和保护伞供出来。,https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/006rw1Vwly8fdtqjvazdgj30ru0ruq6g.jpg
03-21 21:58,5822726062,天碧水凉没雾霾,0,判刑不？,https://tva4.sinaimg.cn/crop.0.0.664.664.180/006m3z2ujw8ezqylfs36ej30ig0igwhp.jpg
03-21 21:58,2806515002,kitty-尘埃,0,检测怎么过的？为什么不追究主管部门的责任,https://tva2.sinaimg.cn/crop.0.15.640.640.180/a748053ajw8f8jifo4hrrj20hs0immxs.jpg
03-21 21:58,3132591857,Desiree-信仰,0,背台词啊这是背锅侠当之无愧,https://tva1.sinaimg.cn/crop.0.0.996.996.180/bab78ef1jw8f7jz32fhtlj20ro0rp0ws.jpg
03-21 21:58,2515034102,夏__Sharpay,0,背锅的来咯,https://tvax3.sinaimg.cn/crop.0.25.1242.1242.180/95e85ff6ly8fderabtyffj20yi0zxjxl.jpg
03-21 21:58,1707013237,有啥名字,0,地铁方面的领导也该出一个啊,https://tva4.sinaimg.cn/crop.0.0.996.996.180/65bef475jw8f4uuumfeg5j20ro0romzg.jpg
03-21 21:58,1339069541,小叶Sharon,0,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>:图片评论 ,https://tva2.sinaimg.cn/crop.0.0.720.720.180/4fd09465jw8evet2yysiwj20k00k076w.jpg
03-21 21:58,2608471215,魏濠泽,0,背锅一时，幸福一生,https://tva1.sinaimg.cn/crop.0.0.180.180.180/9b7a1cafjw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:58,1951198111,一代歌后周阴中,0,"又是为某方背锅<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.996.996.180/744ceb9fjw8fbwy270et3j20ro0roq50.jpg
03-21 21:58,2603924197,归去无风亦无雨,0,成都的也发现不合格了，这不是简单几句话就可以洗清的了。,https://tva2.sinaimg.cn/crop.0.0.1002.1002.180/9b34bae5jw8facs1b3c1bj20ru0ruq4m.jpg
03-21 21:58,2799874690,小宝灰灰,0,"道歉有用嘛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.139.139.180/a6e2b282gw1eeug3b91c6j203w03w74c.jpg
03-21 21:58,5662921269,偷个好昵称,0,我们陕西人不接受道歉 ~,https://tva4.sinaimg.cn/crop.0.0.664.664.180/006bf2vPjw8f06bplnbd1j30ig0igjs5.jpg
03-21 21:58,1442119231,游戏不是这样玩的,0,查下他爸是谁就知道咋回事了,https://tva3.sinaimg.cn/crop.0.0.639.639.180/55f4fe3fjw8ezhwh3l2i6j20hs0hrwew.jpg
03-21 21:58,3106325510,Z_yyyyy烨,0,这几天陕西总出事,https://tvax2.sinaimg.cn/crop.0.0.1242.1242.180/b926c406ly8febphf5f2mj20yi0yijvc.jpg
03-21 21:58,1376527015,臭臭他妈,0,表示不接受这样的道歉  必须要相关负责领导承担相应责任,https://tva2.sinaimg.cn/crop.64.0.384.384.180/520c22a7jw8e7hns7efdij20e80aowf1.jpg
03-21 21:57,2528298620,秘制胡小建,0,早知今日何必当初,https://tva4.sinaimg.cn/crop.1.0.748.748.180/96b2c67cjw8fb3a1zkylrj20ku0ksq3z.jpg
03-21 21:57,5634233611,聊聊德州,0,不佩服蜘蛛侠钢铁侠，就666背锅侠,https://tvax4.sinaimg.cn/crop.248.156.296.296.180/0069iFxFly1ffgo2u3njzj30m80gotfe.jpg
03-21 21:57,1654044330,我是东风,0,有诚意的道歉，希望能查出幕后的大人物,https://tva1.sinaimg.cn/crop.0.0.996.996.180/6296b6aajw8fdgiki6425j20ro0ro0v6.jpg
03-21 21:57,1256422757,葫芦不是葫芦,0,之前他们公司那篇申明谁有截图？,https://tva4.sinaimg.cn/crop.0.0.180.180.180/4ae37d65jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:57,2731931585,李蜜儿-,4,回复<a href='https://m.weibo.cn/n/阿木西啊'>@阿木西啊</a>:还这样说话会引起民愤的,https://tva4.sinaimg.cn/crop.0.0.664.664.180/a2d5f7c1jw8fanzestmj3j20ig0igmyh.jpg
03-21 21:57,2958203411,PositiveFeedback,1,去屎吧,https://tvax4.sinaimg.cn/crop.13.0.724.724.180/b0529a13ly8fe0k17p6frj20ku0k4q34.jpg
03-21 21:57,1254667180,中诚资本对冲,0,坐牢，杀鸡儆猴,https://tva3.sinaimg.cn/crop.0.0.996.996.180/4ac8b3acjw8f84ll4xcv7j20ro0rowg7.jpg
03-21 21:57,3499093211,尚善厚德若水载物,0,这家公司怎么承接的电缆工程，别说这里面没有猫腻，丢车保帅的把戏不能使群众满意，坚决不能使背后的贪官污吏逍遥法外，鼓励知情者到中纪委举报,https://tva1.sinaimg.cn/crop.0.0.664.664.180/d08fecdbjw8f221x4ps32j20ig0ig405.jpg
03-21 21:57,1740475927,hi你是条狗,0,不接受 严惩,https://tva1.sinaimg.cn/crop.0.5.1125.1125.180/67bd8e17jw8f66fd67i71j20v90vjta9.jpg
03-21 21:57,5355369422,CrazyStnoe,0,我觉得不捅几个高官出来就对不起人民,https://tva2.sinaimg.cn/crop.0.0.512.512.180/005QqAeajw8fc3858kvz2j30e80e8glt.jpg
03-21 21:57,5968611798,犀利宇宙,0,这又是一只什么猫?？,https://tva1.sinaimg.cn/crop.0.0.664.664.180/006vVGAejw8fclkufkhhtj30ig0ig3yz.jpg
03-21 21:57,2578181517,塔比家的小可爱姜声声,0,看评论，公知都出来了。,https://tva4.sinaimg.cn/crop.0.0.664.664.180/99abed8djw8f2sj726fmrj20ig0igt9l.jpg
03-21 21:57,5632188425,欢乐微博随风,0,正儿八经的背锅侠，广大群众的可不是瞎子，我国政府好可怜,https://tva3.sinaimg.cn/crop.0.0.1080.1080.180/0069a5uNjw8ewdry6h8akj30u00u0wh1.jpg
03-21 21:56,2603566990,_河马皮皮_,7,"回复<a href='https://m.weibo.cn/n/阿木西啊'>@阿木西啊</a>:他也没说他一个人扛啊？也没消息说那些官员不处理啊？你是预言家吗？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bishi-c1f9abcd15.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.180.180.180/9b2f478ejw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:56,1007794244,用户u4nkj1e8k1,0,早知今日 何必当初，不是不报日子未到，日子一到统统报销！,https://tva3.sinaimg.cn/crop.0.0.320.320.180/3c11b844jw8esmc6vwoyxj208w08wmxc.jpg
03-21 21:56,3402611862,宝儿她帅爸,0,不是被控制了么？还能叫记者发背锅视频？谁来普及一下什么是控制？,https://tva3.sinaimg.cn/crop.0.0.180.180.180/cacfbc96jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:56,2270636081,gyys1,6,回复<a href='https://m.weibo.cn/n/阿木西啊'>@阿木西啊</a>:你爹用的避孕套是假冒伪劣产品,https://tva4.sinaimg.cn/crop.0.1.1242.1242.180/87572831jw8fce2tig5zdj20yi0yln1f.jpg
03-21 21:56,1442119231,游戏不是这样玩的,0,都是招标的、费用都是高高的，成本要你去降低吗？你是在寻求利润吧（回扣）....,https://tva3.sinaimg.cn/crop.0.0.639.639.180/55f4fe3fjw8ezhwh3l2i6j20hs0hrwew.jpg
03-21 21:56,3199441301,月半达卷卷毛,0,道歉有用要依法治国干嘛,https://tva2.sinaimg.cn/crop.0.0.1381.1381.180/beb39995jw8fam5huyc9bj212d12dwgw.jpg
03-21 21:56,1401505675,Man_vs_Wild_Bear_Grylls,1,谁监理？谁验收？,https://tva3.sinaimg.cn/crop.259.481.1438.1438.180/5389478bjw1e9dukcyncvj21kw23ux6p.jpg
03-21 21:56,6135356755,萌妹子薇儿_9,0,最恨吸血的害人精，慢慢扒估计有一大串,https://tva3.sinaimg.cn/crop.0.0.664.664.180/006Hdkz1jw8fcs1zmue1qj30ig0igdh6.jpg
03-21 21:56,1922561562,不忘初心2011-07,2,只关注验收如何过关的？,https://tvax2.sinaimg.cn/crop.0.0.664.664.180/7297f61aly8fed28apzkxj20ig0igt9e.jpg
03-21 21:56,2279102190,一鸿CYH,0,是单纯的企业以次充好呢，还是背后有官员收了好处官商勾结？这要查清楚。至少这法人还是有胆量的，为他现在这行为先赞一个先吧。,https://tva4.sinaimg.cn/crop.0.0.180.180.180/87d856eejw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:56,1588318701,子非鱼1233001,0,呸,https://tva3.sinaimg.cn/crop.0.0.720.720.180/5eabd1edjw8ek6ofwzl45j20k00k0dh9.jpg
03-21 21:56,5975408891,我在天桥踩到你,2,"这地铁要出事 tm十条命都不够你谢罪<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.640.640.180/006wocOLjw8f5hyj77uhpj30hs0hsab0.jpg
03-21 21:56,5898760557,艾米金色太阳,7,男儿膝下有黄金，你把黄金都送给谁了？,https://tva1.sinaimg.cn/crop.0.0.750.750.180/006rcB5jjw8f2yh6x257ej30ku0kuwg1.jpg
03-21 21:56,1877161083,象象象象象xxx,0,"回复<a href='https://m.weibo.cn/n/吴阿蓉的阿蓉'>@吴阿蓉的阿蓉</a>:他说了要承担法律责任啊，跟他跪地道歉好像不冲突吧！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.750.750.180/6fe3347bjw8es1g3a2wa2j20ku0kut9q.jpg
03-21 21:56,1792225487,MicroBetter,0,狠罚，严惩，不值得同情！,https://tva2.sinaimg.cn/crop.0.0.996.996.180/6ad330cfjw8f6xzyfdxcvj20ro0rpac5.jpg
03-21 21:56,3311736572,守年tako酱,0,十八年后又是一条好汉,https://tva4.sinaimg.cn/crop.0.0.720.720.180/c56516fcjw8eufib9024cj20k00k00tq.jpg
03-21 21:56,3635903017,bilibido,1,"来来来，下面有请质检、安监、纪委和各分管部门二把手登场，一把手们稍微忍耐一下，等国务院工作组上台之后才到你们，下面请开始你们的表演<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.180.180.180/d8b77a29jw8ee829ckorvj2050050wee.jpg
03-21 21:55,2249246360,虫不知_不知_不知_吱吱,0,<a href='https://m.weibo.cn/n/去沙漠旅行啊'>@去沙漠旅行啊</a> 背锅侠吗,https://tva2.sinaimg.cn/crop.0.0.180.180.180/8610c698jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:55,1563634977,LaZY远,13,"地铁工程验收是谁？背后利益人是谁？中纪委太多素材了，可以干活了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wu-93aef02809.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.1440.1440.180/5d332d21jw8ewm1woso2vj214014010y.jpg
03-21 21:55,5634273210,incredibletong,0,背锅的,https://tva3.sinaimg.cn/crop.0.0.640.640.180/0069iPQmjw8f3orcopeuij30hs0hs75o.jpg
03-21 21:55,2542535061,阿姨啊咦_88739,0,背锅侠,https://tvax2.sinaimg.cn/default/images/default_avatar_female_180.gif
03-21 21:55,5366016401,北堔,16,回复<a href='https://m.weibo.cn/n/阿木西啊'>@阿木西啊</a>:什么东西都能扯到共党身上  不是脑残就是被洗脑了,https://tvax2.sinaimg.cn/crop.0.0.1012.1012.180/005R9fZDly8ffgn570qfgj30s40s50v5.jpg
03-21 21:55,1252123365,chris5261,0,不合格怎么能同意用他呢，项目监管眼都瞎吗？,https://tvax2.sinaimg.cn/default/images/default_avatar_female_180.gif
03-21 21:55,1460605224,西雪飞云,0,这种民生工程也敢偷工减料，这个公司的老板以及地铁这方面的主管领导都应该剖腹谢罪！,https://tva3.sinaimg.cn/crop.0.1.640.640.180/570f1128jw8ew5rpml4yuj20hs0hut9y.jpg
03-21 21:55,1954017541,出柜君,0,回复<a href='https://m.weibo.cn/n/出柜君'>@出柜君</a>:。。,https://tva4.sinaimg.cn/crop.0.0.996.996.180/7477f105jw8f0tmsrnr7ej20ro0rpaby.jpg
03-21 21:55,2605378145,记忆中的初夏,0,道歉有用，还要警察干啥？,https://tva1.sinaimg.cn/crop.0.0.180.180.180/9b4aea61jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:55,1954017541,出柜君,2,如果道歉有用的话！要警察干神麽？ ,https://tva4.sinaimg.cn/crop.0.0.996.996.180/7477f105jw8f0tmsrnr7ej20ro0rpaby.jpg
03-21 21:55,2709403317,程白袖,0,"回复<a href='https://m.weibo.cn/n/程白袖'>@程白袖</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;""></span>",https://tvax1.sinaimg.cn/crop.0.0.749.749.180/a17e36b5ly8ferwqx8q1tj20ku0ktwf6.jpg
03-21 21:55,5247652224,合919和,0,就这某位教授还在背书,https://tvax3.sinaimg.cn/crop.0.0.1328.1328.180/005J8C40ly8fdzihb6tkmj310w10wdjo.jpg
03-21 21:55,2709403317,程白袖,10,全国人民表示不接受你的道歉,https://tvax1.sinaimg.cn/crop.0.0.749.749.180/a17e36b5ly8ferwqx8q1tj20ku0ktwf6.jpg
03-21 21:55,1016173552,良_少爷,0,没势力支持能操作这事？,https://tva1.sinaimg.cn/crop.15.1.293.293.180/3c9193f0gw1ee7a19d7ynj208m0cx3yx.jpg
03-21 21:55,2239564980,狂奔的蜗牛青,127,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:你国也有权钱交易。好不到哪里去。,https://tva1.sinaimg.cn/crop.0.1.509.509.180/857d0cb4jw8f6sjv3ravnj20e50e8gmi.jpg
03-21 21:55,2871594087,弪楚云梦,0,中标的时候，质量都不检测的嘛，拉去电缆都不检测吗，谁检查人的，或者没有尽到检测义务的都抓起来,https://tva1.sinaimg.cn/crop.0.0.180.180.180/ab290c67jw1e8qgp5bmzyj2050050aa8.jpg
03-21 21:55,2342963295,埃内斯托拉斐尔格瓦拉德拉塞尔纳,0,虽然道歉无济于事，但这种勇于承担的行为是多少高管不敢想不敢为的！,https://tva2.sinaimg.cn/crop.0.15.750.750.180/8ba6c85fjw8f6wuu3qhs3j20ku0lpgoi.jpg
