受理意见,咨询主题,咨询人,咨询内容,咨询日期,处理单位,处理状态
尊敬的市民，您好！根据国家、省的有关文件精神，我市对2016年异地务工人员积分制入户部分积分指标做了调整，并简化了部分辅证材料，相应需对《珠海市异地务工人员积分入户指标及分值表》和计算机信息系统进行调整，近日即将公布。为避免重复和错误申请，积分制入户申请工作将在系统调试完毕后启动，届时将在我局网站和相关新闻媒体公布。建议您在2016年积分入户的文件挂网后再进行准备资料。不便之处，敬请谅解。,2016年积分入户什么时候开始？,赵*****,2016年积分入户什么时候开始？与2015年有什么不同？现在可以先安照2015年的准备资料吗？谢谢！,2016-03-07 14:41:47,市人力资源和社会保障局,办结
尊敬的市民，您好！如您属于合法生育的，二胎依然享受生育保险待遇。感谢您对我们工作的支持，谢谢！,关于二胎是否享受生育保险问题,孙*****,想咨询一下现在二胎是不是享受生育保险，还是和一胎一样吗？,2016-03-07 10:05:15,市人力资源和社会保障局,办结
尊敬的市民，您好！如您在婚前购买的商品房属于限购政策内的，您现因收限购政策而不能在香洲区再购买面积小于144平方米的商品房。感谢您对我们工作的支持，谢谢！,关于一手房限购政策问题咨询,黄*****,基本情况：本人于婚前购买了一套香洲区一手商品房，但婚后才办理房产证，房产证只写了本人一个人的名字。请问：按照珠海目前的一手房限购政策，本人或者本人配偶能否在香洲区再购买一套一手商品房(面积小于144平的)。,2016-03-05 14:51:30,市不动产登记中心,办结
尊敬的市民，您好！您反映的问题涉及债权纠纷，建议您通过法律途径解决，感谢您对我热线中心的支持和理解，谢谢。,通过所登记的经营场所无法联系该企业,于*****,珠海经济特区丰雅设计装修工程有限公司法人林显光、林良辉未通知债权人就擅自搬离登记的经营场所，如今有50多名债权人无法找到该企业，请政府部门明察，谢谢！,2016-03-05 11:41:52,市工商局,办结
市道路运输管理处回复：1.在外市取得从业资格证发证之日起一周年后方可向迁入地道路运输管理部门提出申请；2.从业资格证在有效期内；3.完成相应类别继续教育培训学时和驾驶员诚信考核；4.在迁入地办理居住证。,客运资格证迁入问题,黄*****,外市考客运资格证要用什么手续才可以迁回本市?,2016-03-05 00:22:40,市交通运输局,办结
尊敬的市民，您好！如您需把您的社保关系从外地转入到珠海，需您在珠海市参保的前提下，提供您在转出地打印的《养老保险参保缴费凭证》、《基本医疗保险参保凭证》、《失业保险关系转移凭证》和《社会保险关系转移接续申请表》、参保人居民身份证（如代办的另提供经办人的身份证原件）到您单位辖区的社保经办机构办理关系转入。感谢您对我们工作的支持，谢谢！,社保关系转入,陈*****,您好！请问外省社保合并回珠海，外省交到2月份，我4月份回珠海办理合并手续行不呢，就是说最长宽限周期是多久？谢谢！,2016-03-04 14:13:43,市人力资源和社会保障局,办结
尊敬的市民，您好！您可登陆珠海市人才资源与就业服务中心首页-服务大厅-下载中心-人事代理服务-市内干部调动登记表进行下载。感谢您对我们工作的支持，谢谢！,市内干部调动表,王*****,刚更换工作，新工作单位要求办理干部介绍信，咨询《市内干部调动表》在哪里下载,2016-03-04 10:50:30,市人力资源和社会保障局,办结
尊敬的市民，您好！您的情况属于您与单位的用工关系没有在劳动部门备案，建议您向您单位咨询原因。感谢您对我们工作的支持，谢谢！,劳动合同问题,练*****,你好！我想问一下我2008年5月至2011年2月在桥椿金属（珠海）有限公司上了几年的班了，单位当时也让我签了劳动合同和购买了社保，但是在网上只能查到社保缴费记录，却查不到期间的劳动合同定立情况，请问这是怎么会事，我要怎么解决？,2016-03-03 13:39:36,市人力资源和社会保障局,办结
尊敬的市民，您好！1、商事主体可以设立一个住所和多个经营场所。住所与经营场所不一致但属于同一商事登记机关管辖区的（如住所和经营场所均在香洲区，同属于珠海市工商局香洲分局管辖），可以申请经营场所备案或设立分支机构。住所和经营场所不属于同一商事登记机关辖区的（如住所在香洲区，经营场所在金湾区），则应当申请设立分支机构。2、万山和香洲是不同分局办理业务，只能设立分公司3、如您公司想将注册地由万山迁址到中山按照“迁出”办理。感谢您对我们工作的支持，谢谢！,注册和经营地址,邓*****,您好，有如下问题想咨询：1、珠海同一区实行一照多址，跨区也实行？2、如果注册地在万山，经营场所在香洲区，可进行经营场所备案，不需新设分公司？3、公司想将注册地由万山迁址到中山，属于工商变更？需办理什么手续？,2016-03-03 12:32:29,市工商局,办结
尊敬的市民，您好！根据国家、省的有关文件精神，我市对2016年异地务工人员积分制入户部分积分指标做了调整，并简化了部分辅证材料，相应需对《珠海市异地务工人员积分入户指标及分值表》和计算机信息系统进行调整，近日即将公布。为避免重复和错误申请，积分制入户申请工作将在系统调试完毕后启动，届时将在我局网站和相关新闻媒体公布。不便之处，敬请谅解。,积分入户,郭*****,"请问今年的积分入户什么时候才出,往届的积分入户需要准备项的流程是怎样的,要提前准备哪些资料",2016-03-03 09:48:52,市人力资源和社会保障局,办结
尊敬的市民，您好！尊敬的市民，您好！根据《女职工劳动保护特别规定》的第六条：怀孕女职工在劳动时间内进行产前检查，所需时间计入劳动时间。感谢您对我们工作的支持，谢谢！,关于女职工产检假期的问题,尹*****,请问广东省有无关于女职工怀孕产检请假可计入劳动时间的政策？如有，请问具体细则，谢谢。,2016-03-02 16:40:45,市人力资源和社会保障局,办结
尊敬的市民，您好！根据国家、省的有关文件精神，我市对2016年异地务工人员积分制入户部分积分指标做了调整，并简化了部分辅证材料，相应需对《珠海市异地务工人员积分入户指标及分值表》和计算机信息系统进行调整，近日即将公布。关于“房产证上面的名字是父母的算不算落户自由住房”的问题，建议您届时留意2016年的最新入户标准。不便之处，敬请谅解！,积分入户自有住房问题,陈*****,积分入户中的积分指标项目【落户自有住房 】只算自己的房产吗？房产证上面的名字是父母的算不算落户自由住房？,2016-03-02 14:32:14,市人力资源和社会保障局,办结
尊敬的市民，您好！如您属于离校后未就业的，持身份证原件、毕业证书（或毕业证明）、二寸免冠相片到市人才资源与就业服务中心各办事处办理《就业创业证》。办理应届毕业生到中小微企业一次性补贴一定需要就业失业证。感谢您对我们工作的支持，谢谢！,办理就业失业证,郭*****,我是佛山户口珠海学校应届毕业生，办理就业失业证需要什么资料？办理应届毕业生到中小微企业一次性补贴一定需要就业失业证吗？,2016-03-02 12:27:53,市人力资源和社会保障局,办结
尊敬的市民，您好！如您想更换营业执照，可登陆珠海市商事主体登记许可及信用信息公示平台的首页-商事登记各类文书、材料清单及规范下载，您可根据您公司性质点击相应的机构登记，之后点击栏目导航的最下方“增（减）、补、换发营业执照”，您可根据“申请换发营业执照、登记证、代表证提交材料清单及要求”填写“增减补换发营业执照、登记证、代表证申请表”和提交资料到您公司所属工商部门进行更换营业执照。感谢您对我们工作的支持，谢谢！,换发营业执照申请书在哪里下载？,封*****,请问“珠海经济特区商事主体换发营业执照申请书”在哪里下载，找了好久都没找到，求链接。谢谢！,2016-03-02 10:54:08,市工商局,办结
尊敬的市民，您好！个人参保指的是珠海户籍灵活就业人员可以以个人身份参加职工基本养老保险和基本医疗保险。如您母亲属非珠海市户籍人员，则不能个人参保。如您母亲到了法定退休年龄但规定年限还没够，您母亲可申请养老保险费延缴（延缴5年过后相应年限还不够的，可申请养老保险费一次性趸缴），条件：1、户籍为本市的可直接办理；2、户籍为本省非本市，最后参保地须为本市，且在我市连续缴纳城镇职工养老保险须满五年；3、户籍为省外的，女性40周岁男性50周岁前在我市参保，达到法定退休年龄前在我省累计缴费满10年以上，且我市是省内养老保险最后参保地。因为现在您提供的信息不能足以解答您的问题，所以建议您拨打12333后根据您母亲的实际情况来帮您解答。感谢您对我们工作的支持，谢谢！,外来务工人员现50岁，已缴社保7年。,夏*****,我妈妈今年50岁，非珠海户口，至2016年7月累计缴纳社保7年，公司将于2016年4月开始停保，请问是否可以个人参保？每年参保还是一次性补缴？需参保或者补缴年限是多少？大概费用是多少？,2016-03-02 09:54:28,市人力资源和社会保障局,办结
尊敬的市民，您好！根据国家、省的有关文件精神，我市对2016年异地务工人员积分制入户部分积分指标做了调整，并简化了部分辅证材料，相应需对《珠海市异地务工人员积分入户指标及分值表》和计算机信息系统进行调整，近日即将公布。为避免重复和错误申请，积分制入户申请工作将在系统调试完毕后启动，届时将在我局网站和相关新闻媒体公布。不便之处，敬请谅解。,积分入户,陈*****,请问2016年的积分入户什么时候开始,2016-03-02 08:57:24,市人力资源和社会保障局,办结
尊敬的市民：您好。您的咨询已收悉，因积分入学相关政策尚在调整，建议您4月初直接向所在区的教育部门咨询积分入学细则。感谢您对教育工作的关心。,关于外省务工人员的小孩在珠海就学事宜,王*****,外省务工人员的小孩在珠海公立学校就学需要递交什么资料！,2016-03-01 15:28:13,市教育局,办结
"您好。现对您咨询的问题答复如下：
一、门禁系统改为二代身份证刷卡是否为市政府和公安局强制性措施的问题
2015年，为推进我市“平安村居”、“技防村居”等工程建设，我市综治办、市技防办制发了《关于印发视频门禁系统建设指导意见的通知》，针对我市新建小区、老旧小区、农村自建成栋出租房等不同类型住宅小区、独栋建筑物实行全面推进视频加门禁系统建设工作，将门禁系统改为二代身份证刷卡，从前期安装使用情况看，治安防范明显加强，目前正在全市推进安装，这是我市为切实提高居民小区、独栋出租屋的安全技术防范和综合管理水平的一项重要举措。
    二、关于二代身份证门禁系统保密性问题
    《珠海市小区和出租屋视频门禁系统建设联网技术规范》规定：“视频门禁管理服务中心应与相关管理人员、操作人员签订保密协议，加强信息安全管理，对于非法提取、利用和以盈利为目的泄露人员信息的行为，将依据国家法律法规进行处罚”、“通过管理中心操作权限设置管理，门禁发卡服务器应能有选择的屏蔽被采集人员的重要信息，如身份证号等，确保人员信息不能随意被视频门禁管理服务中心查询，防止信息泄露”，因此，小区物业不能查看业主个人完整信息资料。
三、关于二代身份证门禁系统小区业主与其他人区分的问题
二代身份证门禁系统进出的权限设置是按照住宅小区或独栋建筑物进行划分，即由小区物业或独栋建筑管理者对实际居住人员的二代身份证出入门禁权限进行授权，没有授权的人员无法通过门禁刷卡进入。",二代身份证门禁系统,苏*****,你好，想咨询一下：1、我们小区物业说最近要把小区的门禁系统改为二代身份证刷卡，并说这是珠海市政府和公安局强制性的措施。是否正确？2、二代身份证门禁系统如何保证个人信息不外泄，物业是否有权利查看门禁个人信息？3、二代身份证门禁系统，是否每个拥有二代身份证的人都可以刷开门禁？并不区分是否该小区业主？以上，谢谢,2016-02-29 12:26:48,市公安局,办结
您好，根据《劳动合同法》第四十四条、第四十六条的规定，除用人单位维持或者提高劳动合同约定条件续订劳动合同，劳动者不同意续订的情形外，劳动合同期满的，用人单位应当向劳动者支付经济补偿。,合同到期不续签是否需要有1个月待通知金,闫*****,我司与一员工签订三个月的固定期限劳动合同，现在合同将于3月5日到期，我公司将于2月29日通知员工公司不与其续签劳动合同，三个月的经济补偿我们会给到员工，现在想了解的是该员工合同到期我们没有提前一个月通知员工不续签是否需要给员工待通知金，如果需要给，请问具体的法律依据是什么？谢谢！,2016-02-29 08:40:21,市人力资源和社会保障局,办结
您好，1.《企业职工带薪年休假实施办法》第四条规定，年休假天数根据职工累计工作时间确定。职工在同一或者不同用人单位工作期间，以及依照法律、行政法规或者国务院规定视同工作期间，应当计为累计工作时间。《职工带薪年休假条例》第三条规定，职工累计工作已满1年不满10年的，年休假5天；已满10年不满20年的，年休假10天；已满20年的，年休假15天。国家法定休假日、休息日不计入年休假的假期。2.如您的权益受到侵犯，可向劳动监察机构进行举报投诉（电话：12345）。,带薪年假,罗*****,目前珠海很多企业的带薪年假规定都是累计缴满社保10年的可享受10天带薪年假，而有些企业又规定必须在本企业工作年满10年才可享受10带薪年假，请问政府对此是如何界定的？是有明确规定？对于那些不给累计缴满社保10年而不给享受10天带薪年假的企业是否有违反劳动法？请帮忙回应！谢谢！,2016-02-27 15:05:11,市人力资源和社会保障局,办结
您好！根据现有办法，参保人在市外参加农村合作医疗保险的，且在发生生育医疗费时联网报销后到我市社会保险经办机构申请相关待遇，社会保险经办机构审核时将核准医疗费扣除新农合报销部分后剩余核准费用按相关规定予以报销。,新农村合作医疗报销过后生育保险还能报销吗,彭*****,你好，我的社保连续缴纳了3年，我想问一下，我在老家梅州有新农村合作医疗保险！在珠海工作有5险，我生小孩在老家可以同时在珠海报销生育保险和在老家报销农村合作医疗保险吗？一个在梅州一个在珠海这两个城市两个险种有联系吗。会不会在老家报了在珠海报不了生育保险？望回复，非常感谢你！,2016-02-26 22:09:00,市人力资源和社会保障局,办结
尊敬的市民，您好！目前珠海市还没关于“未成年人医疗保险”的转移文件，所以现在未成年人医疗保险暂无法办理转移；如您小孩非珠海市户籍的，需要在本市幼儿园以上学校就读满一年以上且《申报表》须加盖学校（幼儿园、托儿所）公章。感谢您对我们工作的支持，谢谢！,非珠海户口未成年小孩如何买社保,胡*****,1、4岁9个月的小孩，广东韶关坪石户口。买了坪石社保能转到珠海吗？要哪些资料2、出生才6个月的广东非珠海户口怎么买社保？要提供什么资料？,2016-02-26 12:17:05,市人力资源和社会保障局,办结
尊敬的市民，您好！根据《中华人民共和国劳动法》第五十条：工资应当以货币形式按月支付给劳动者本人。不得克扣或者无故拖欠劳动者的工资。如您单位存在无故克扣工资的行为，可向您单位所属的劳动部门进行投诉。感谢您对我们工作的支持，谢谢！,公司以经营效益不好克扣绩效工资是否合法？,黄*****,你好，我是在一家公司生产车间从事专业安全管理工作，去年进公司是谈好月薪4000元加300食宿补贴。今年公司以经营效益不好为由扣除我10%400元绩效工资是否符合劳动合同法？安全生产法十三、增加一条，作为第二十三条：“生产经营单位的安全生产管理机构以及安全生产管理人员应当恪尽职守，依法履行职责。“生产经营单位作出涉及安全生产的经营决策，应当听取安全生产管理机构以及安全生产管理人员的意见。“生产经营单位不得因安全生产管理人员依法履行职责而降低其工资、福利等待遇或者解除与其订立的劳动合同。所以想问下是否违法？谢谢！,2016-02-26 11:00:03,市人力资源和社会保障局,办结
您好，您的问题我们将有专人电话联系您。感谢您对我们工作的关注和支持！,员工再次受工伤,万*****,有员工第一次工伤，恢复的很好一切正常，两年后又提出鉴定，是否超过年限，是否合理？过了几年再次受工伤，烦请问这次要求离职，给该员一次性工伤医疗补助金和就业补助金一次还是两次？另外因单位都是按最低缴纳的社会保险，员工要求补差额，是否合理，谢谢回复！,2016-02-25 09:02:33,市人力资源和社会保障局,办结
"您好：
     根据《军人抚恤条例》的有关规定，对在乡退伍红军老战士病故后，其配偶生活困难的，可给予适当定期定量补助，此外并没有规定对其他退役士兵遗属进行补助，因反映的遗属已经80多并长期病痛，建议向户口所在地香洲区民政局申请相关待遇，香洲区民政局社会福利与救济股电话：2282927。感谢您对我们工作的支持！",军人家属,陈*****,上级领导你好：想征询下，军人家属是不是有这个政策待遇，政府不是每年不定期发放抚恤金领，政策从2003年-2013，本人从来没有享有过，本人2013年的病已经去世，遗孀已经80多长期病痛，政府有什么政策待遇可享受吗，谢谢,2016-02-25 00:34:27,市民政局,办结
"关艳敏:
您好！户政中心已电话回复您,，还有什么问题，可拔打户政中心咨询电话：8640350。

户政中心
2016年2月26日",户籍,关*****,15年9月就在报纸上看到，夫妻关系户口投靠珠海取消五年限制，可是去派出所问怎么还是说要结婚满5年才可以啊,2016-02-24 23:56:14,市公安局,办结
尊敬的市民，您好！根据《珠海市申请中小微企业一次性补贴办事指南》的办理程序规定：高校毕业生本人（或由用人单位代高校毕业生）在到中小微企业就业、缴纳社会保险费满6个月后的3个月内，按照人员来源分别向市、区经办机构提出申请（本市生源高校毕业生向户籍所在区经办机构提出申请；非本市生源高校毕业生向市经办机构提出申请），您可根据您是否为本市生源来进行选择。感谢您对我们工作的支持，谢谢！PS（市人才资源与就业服务中心，地址：香洲红山路245号3楼12号窗，联系电话：0756-2123728，0756-2123908；横琴新区社会事务局，地址：横琴新区红旗村德政街38号1楼，联系电话：0756-8841168）,中小微企业一次性补贴,郭*****,在职公司注册地为横琴，申请应届毕业生中小微企业一次性补贴需要到横琴的人社局办理吗？可以在珠海市其他人社局申请吗？,2016-02-24 17:39:20,市人力资源和社会保障局,办结
尊敬的市民，您好！根据修订后的《广东省人口与计划生育条例》第三十一条：“符合法律、法规规定生育子女的夫妻，女方享受三十日的奖励假，男方享受十五日的陪产假。在规定假期内照发工资，不影响福利待遇和全勤评奖”。感谢您对我们工作的支持，谢谢！,符合生育政策，生第二胎，男方是否有看护假,陈*****,请问：符合生育政策，生第二胎，男方是否有看护假？多少天呢？谢谢,2016-02-24 15:52:26,市人力资源和社会保障局,办结
尊敬的市民，您好！如您是商家与其订了电源，您则需通过法律进行投诉（工商部门只处理个人与商家之间的消费纠纷）。如您是个人购买了该电源，请您补充商家地址和诉求，以便部门处理。谢谢！,珠海金派防水电源骗我600元钱，发的货,谢*****,我是2016年2月24号通过微信转账600元给珠海金派防水电源陈总，订了10个电源，可是收到和我要求购买的产品不相同，请问这种是欺骗消费者吗，,2016-02-24 13:20:45,市工商局,办结
尊敬的市民，您好！劳动合同备案，需要到您单位所属辖区的人社局进行操作。感谢您对我们工作的支持，谢谢！,劳动合同备案,郭*****,在横琴注册的公司，备案劳动合同一定要去横琴办理吗？可以在珠海市其他人社局办理吗？,2016-02-24 12:37:38,市人力资源和社会保障局,办结
尊敬的市民，您好！如您单位存在您所述的情况，可向您单位所属劳动部门进行投诉。感谢您对我们工作的支持，谢谢！,如果企业给员工休的难产假是15天违法吗？,杨*****,你好，国务院2012年4月18日发布的《女职工劳动保护特别规定》第七条　女职工生育享受98天产假，其中产前可以休假15天；难产的，应增加产假15天；生育多胞胎的，每多生育1个婴儿，可增加产假15天。如果企业按上述规定给员工休的难产假是15天，是否有违法行为？,2016-02-23 16:50:19,市人力资源和社会保障局,办结
尊敬的市民，您好！关于“难产假”的天数规定是按照《广东省女职工劳动保护实施办法》进行的。感谢您对我们工作的支持，谢谢！,难产假是按国务院还是广东省的规定？,杨*****,你好，请问难产假是按国务院2012年4月18日发布的《女职工劳动保护特别规定》第七条　女职工生育享受98天产假，其中产前可以休假15天；难产的，应增加产假15天；生育多胞胎的，每多生育1个婴儿，可增加产假15天。还是按照1989年3月1日发布沒有更新的《广东省女职工劳动保护实施办法》第六条 女职工产假为九十天，其中产前休假十五天。生育时遇有难产的（如剖腹产、Ⅲ度会阴破裂者），可增加产假三十天。属于执行计划生育政策的，按《广东省计划生育条例》有关规定增加产假。難產假是按照上位法還是沒有更新的廣東省規定執行？,2016-02-23 16:02:50,市人力资源和社会保障局,办结
尊敬的市民，您好！目前珠海还是实施纸质营业执照，电子营业执照暂无法办理。感谢您对我们工作的支持，谢谢！,电子营业执照如何办理，需要什么资料,李*****,电子营业执照如何办理，需要什么资料?1、珠海市永隆加林山矿泉水有限公司（有限责任公司，外商投资企业法人独资）；2、珠海市永隆饮品有限公司（外商投资企业法人独资）,2016-02-23 13:01:52,市工商局,办结
尊敬的市民，您好！关于2016年的积分入户相关通告还没挂网。建议您在2月底时留意官网信息。感谢您对我们工作的支持，谢谢！,积分入户的社保分计算,许*****,在珠海参加社保7年左右，然后到深圳工作，将社保转移到深圳2年左右，但现在又回到珠海工作2年左右并已继续购买社保了，在深圳购买的社保与珠海转到深圳的社保已合并，申请转移到珠海还没有转到，在今年的积分入户中，社保部分的积分怎么计算，谢谢！,2016-02-23 10:52:28,市人力资源和社会保障局,办结
尊敬的市民，您好！企业集团登记必须满足的条件有：1.企业集团的母公司注册资本在三千万人民币以上，并至少拥有三家子公司；2.母公司和其子公司的注册资本总和在六千万人民币以上；3.集团成员单位均具有法人资格。 。感谢您对我们工作的支持，谢谢！,集团资格申请条件,何*****,请问集团资格申请条件在珠海有没有特殊的规定，如果有的话请提供相关规定的法规文号，谢谢,2016-02-22 16:05:07,市工商局,办结
您好，您所咨询的问题我们将有专人电话联系您。感谢您对我们工作的关注和支持！,外省应届毕业生如何办理档案和户口迁入珠海,陈*****,您好，我是2015年江西省本科毕业生，档案在江西省抚州市教育局就业办，现在在珠海工作，想将档案和户口一起迁入珠海（公司有集体户口）请问我应该办理什么手续？,2016-02-22 14:13:19,市人力资源和社会保障局,办结
依法办理。,香港生育，可否领取生育津贴？,顾*****,您好！本人在珠海工作5年，一直缴纳珠海的生育保险，丈夫为香港居民。现想咨询以下问题：1. 如欲前往香港产子，可否领取生育津贴？2. 需要哪些资料？谢谢您的时间，请随时与我手机联系。,2016-02-21 16:02:39,市人力资源和社会保障局,办结
您好，由于工作人员多次电话联系您，均无人接听，请您留下您的姓名、身份证号码及联系方式，便于我们为您解答。感谢您对我们工作的理解和支持！,养老金,苏*****,您好，我是14年退休的珠海市民，身边有13年退休的朋友，我们的养老金性质一样，缴的费用也一样，为何14年退休的养老金会比13年退休的每月少领1000元？13年退休的每月可领到1900多元，但14年退休的就只能领到900多元，而且13年退休的朋友，在15年的1月份领了10000元的倒挂养老金，可14年退休的，至今仍未收到这笔倒挂养老金，这样的差距，很不合理，也不公平。,2016-02-19 18:53:42,市人力资源和社会保障局,办结
您好，您所咨询的问题我们将有专人电话联系您。感谢您对我们工作的关注和支持！,到中小微企业就业一次性补贴,郭*****,一点需要在签订劳动合同之日起90日内提出申请吗？超过90天可以吗？如果不行，我和公司重新签订合同会重新计算时间吗？或者我去其他中小企业就业会重新计算时间吗？,2016-02-19 17:29:25,市人力资源和社会保障局,办结
尊敬的市民，您好！在申请医疗报销时，可提供参保人的身份证原件或市民卡原件，所以在市民卡补办期间，可提供身份证原件进行报销。感谢您对我们工作的支持，谢谢！,关于社保卡补办期间的报销问题,郑*****,父亲去医院看病时，被告知无法读取社保卡需补办，那么请问社保卡补办期间如何报销医药费？,2016-02-19 11:16:04,市人力资源和社会保障局,办结
已电话答复本人，当事人表示答复满意。,申办社团,廉*****,请问，想要申办社团、组织所需填写什么资料和表格呢？,2016-02-19 09:27:09,市民政局,办结
尊敬的市民，您好！根据《广东省女职工劳动保护实施办法》第六条：“女职工产假为九十八天，其中产前休假十五天。生育时遇有难产的（如剖腹产），可增加产假三十天”、《广东省企业职工假期待遇死亡抚恤待遇暂行规定》第六条：“多胞胎生育的，每多生育一个婴儿增加产假15天”和修订后的《广东省人口与计划生育条例》第三十一条：“符合法律、法规规定生育子女的夫妻，女方享受三十日的奖励假，男方享受十五日的陪产假。在规定假期内照发工资，不影响福利待遇和全勤评奖”，而产假的工资（生育津贴）的标准：以参保职工分娩或施行计划生育手术时所在用人单位上年度职工月平均工资为基数，除以30再乘以规定的假期天数。生育津贴由市社会保险经办机构按本办法规定支付给参保职工。市社会保险经办机构已支付参保职工生育津贴的，视同用人单位已经支付其相应数额的假期工资。生育津贴标准低于参保职工原工资标准的，用人单位应当将差额支付给参保职工。感谢您对我们工作的支持，谢谢！。感谢您对我们工作的支持，谢谢！,产假期限和产假工资,王*****,我珠海户籍，连续社保1年以上，2016年5月预产，属晚婚晚育，一胎。请问，产假该如何放？产假工资怎么发放？产假工资中说的上年度职工月平均工资具体指什么，以什么为依据？和社保的缴费基数是一回事吗？,2016-02-18 14:25:09,市人力资源和社会保障局,办结
尊敬的市民，您好！失业人员缴费时间一至四年的，每满一年，失业保险金领取期限为一个月；四年以上的，超过四年的部分，每满半年，失业保险金领取期限增加一个月。失业保险金领取期限最长为二十四个月。失业保险金由社会保险经办机构按照失业保险关系所在地级以上市最低工资标准的百分之八十按月计发（我市失业保险金发放标准自2015年5月1日起由原1104元/月调整为1320元/月)。感谢您对我们工作的支持，谢谢！,失业金怎么计算,展*****,1、珠户农业户口、非农户口失业金怎么计算，标准是最低工资标准的80%还是本人社保缴费工资？2、外地农业人户口、非农户口失业金怎么计算，标准是最低工资标准的80%还是本人社保缴费工资？,2016-02-18 11:15:51,市人力资源和社会保障局,办结
尊敬的市民，您好！关于“2016年积分入户政策”会在2月底挂网。建议您到时留意官网信息。感谢您对我们工作的支持，谢谢！,2016年积分入户,谭*****,请问2016年积分入户政策什么时候出来？是否有简化流程？,2016-02-18 10:57:20,市人力资源和社会保障局,办结
您好，根据《珠海经济特区道路交通安全管理条例》下列非机动车不予注册登记，禁止在道路上行驶；（一）人力三轮车；（二）电动自行车；（三）助力电动车；（四）其他有助力驱动装置的非机动车。,在珠海城区，电动车、电动自行车能否上路,吴*****,我想咨询珠海对电动车、电动自行车的管理政策在珠海城区，电动车和电动自行车能否上路行驶？是否需要办理登记并领取牌照麻烦抽空给予解答谢谢,2016-02-18 10:18:19,市公安局,办结
您好！参保职工自用人单位缴费次月1日起享受生育保险待遇，自停止缴费的次月1日起停止享受生育保险待遇。因您2008年生小孩时停保，且分娩至申请报销超18个月有效期，故不能再享受生育保险待遇。另如您二胎是符合计划生育政策且分娩时，连续参保缴费（中断缴费时间不超过3个月视为连续参保）满12个月可享受生育保险待遇。,生育保险报销,胡*****,我小孩是2008年3月25日出生，因当时妻子的保险已经停报，在小孩出生半年后继续上班到目前，保险已将缴纳好几年，已满足连续12个月缴纳保险，是否可以在报销该费用，当是剖腹产，目前单据已经不齐全了。另外如果在本年底生二孩，是否可以还可以继续报销二孩的费用。我妻子名字：魏君兰，在斗门伟创力工作缴纳的社保。,2016-02-18 09:17:56,市人力资源和社会保障局,办结
您好！1、参保职工在市外产前检查、分娩或施行计划生育手术的，应在当地医疗、生育保险定点(协议)机构就医，其发生符合生育办法规定的生育医疗费凭下列资料到社会保险经办机构申请报销：（1）参保人本人身份证或社民卡；（2）医疗机构出具的疾病诊断证明；（3）财政、税务统一监制的医疗机构收费收据原件；（4）医疗机构电脑打印的费用明细清单；（5）本人本市的银行存折或银行借记卡（农业银行、工商银行、华润银行、中国银行、广发银行、交通银行、建设银行、光大银行之一）；(6)计生证明；（7）新生儿出生医学证明。（8）《珠海市职工生育保险异地待遇核查表》。2、在市外二级及以下医疗机构就医，其生育医疗费在4010元以内的，由生育保险基金据实支付，超出部分不予支付。在市外三级医疗机构就医，其生育医疗费用按5060*80%以内的，由由生育保险基金据实支付，超出部分不予支付。3、如发票金额全额不能享受待遇的，不收取您的发票。,异地就医生育保险报销问题,陈*****,您好。我想咨询一下：我在茂名地区工作的，但单位属地归属珠海，社保也是在珠海缴纳，已经交了2年多。我办理了异地就医的。我预产期为3月10日，像我这种情况，怎样报销生育保险，需要提交什么资料，报销范围和额度是多少呢？以后提交的发票，如果不能报销的部分，发票会退回吗？盼复！感谢！,2016-02-18 09:11:52,市人力资源和社会保障局,办结
尊敬的市民，您好！根据《广东省人口与计划生育条例》，原文件，第五章：优待奖励与社会保障，第三十五条　职工实行晚婚的，增加婚假十日；实行晚育的，增加产假十五日。城镇其他人员实行晚婚、晚育的，可由当地人民政府给予表扬和奖励。现改为，第五章：优待奖励与社会保障，第三十一条  符合法律、法规规定生育子女的夫妻，女方享受三十日的奖励假，男方享受十五日的陪产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。感谢您对我们工作的支持，谢谢！,晚婚假是否已取消,黄*****,请问晚婚假是否已确定取消，以后员工的婚假只有三天？请问是否有此方面的文件？,2016-02-17 14:56:44,市人力资源和社会保障局,办结
尊敬的市民，您好！请您再次下单补充您户口信息（珠海哪里），以便部门解答您的问题。感谢您对我们工作的支持，谢谢！,咨询子女在珠海读书问题,吴*****,我夫妻俩都是珠海集体户口人员，在珠海无任何房产。请问我这种情况，子女读书能否入学？按照什么政策入学？幼儿园、小学、初中。麻烦抽空给予解答。谢谢,2016-02-17 13:44:11,市教育局,办结
